Country,Scenario,Year,Technology,Mode,Powertrain,Metal,Metal_demand_t
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.007165644378748431
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0018670694500201894
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.02168254891563899
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.002033941
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.0004345871950053138
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.0014092584137096469
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Graphite,0.00018961297196220373
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0005201202999999995
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.00017265520300416737
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.002299771921615107
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Cobalt,0.003196000183292791
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Copper,0.004690272879805327
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Lithium,0.0055303143341443916
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0023451364399026623
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.008338263891430053
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Manganese,0.0003664691845858698
Canada,Current Measures,2024,Vehicle battery,Cars,FCEV,Nickel,0.00022104499374823875
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Cobalt,0.45371950359068575
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Copper,0.6658536172352821
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Lithium,0.7851099281863132
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Manganese,0.33292680861764073
Canada,Current Measures,2024,Vehicle battery,Trucks,FCEV,Nickel,1.1837399050866058
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Aluminum,17.911993877171465
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,593.276116083001
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,190.40140777817257
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,49.61070252910789
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,576.1362997584075
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,54.044718
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,0.0
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,11.547602610141197
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,37.44600927857062
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Graphite,5.038287540709985
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,13.820339399999988
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,4.5876953941107335
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,61.10822534577286
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Cobalt,84.92229058463701
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Copper,124.62725080625586
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Lithium,146.94835230726528
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,62.31362540312789
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,221.55958340085573
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Manganese,9.73760976185311
Canada,Current Measures,2024,Vehicle battery,Cars,PHEV,Nickel,5.873481262453201
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Aluminum,2.687184285745121
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,89.00417603860248
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,28.5643058206566
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,7.4426722761947675
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,86.43283499171291
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,8.107869952
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,0.0
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,0.0
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,0.0
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,0.0
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,1.7323887270611826
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,5.6177066823077135
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Graphite,0.7558514813761904
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,2.0733481215999983
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,0.6882529692326124
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,9.167547957249708
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Cobalt,12.740169873514578
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Copper,18.696767776869695
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Lithium,22.0454130257093
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,9.348383888434842
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,33.23870223235203
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Manganese,1.4608508752405869
Canada,Current Measures,2024,Vehicle battery,Vans,PHEV,Nickel,0.881148500792979
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Aluminum,0.033862934327410436
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Cobalt,1.1215987619638623
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Copper,0.3599571556160505
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Lithium,0.09378989146601716
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Manganese,1.089195642659355
Canada,Current Measures,2025,Vehicle battery,2 and 3 wheelers,BEV,Nickel,0.10217247442842556
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Cobalt,19.478001839620706
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Copper,28.584836840355678
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Lithium,33.704463891226524
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Manganese,14.29241842017783
Canada,Current Measures,2025,Vehicle battery,Buses,BEV,Nickel,50.81749377410426
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Aluminum,349.6704526084222
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,11581.688194796827
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,3716.936645446635
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,968.4793846252883
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,11247.091869399228
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,1055.0383800789214
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,219.4378495387075
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,711.5824840283062
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Graphite,95.74203586813105
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,262.6264221430448
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,87.17948180327821
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,1161.2330292026886
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Cobalt,1455.2712363176634
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Copper,2135.6754759097585
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Lithium,2518.181137894604
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,1067.8377379548785
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,3796.756854225965
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Manganese,185.0427502511748
Canada,Current Measures,2025,Vehicle battery,Cars,BEV,Nickel,111.61313227099903
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Cobalt,216.42224266245225
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Copper,317.6092982261742
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Lithium,374.49404323585014
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Manganese,158.80464911308698
Canada,Current Measures,2025,Vehicle battery,Trucks,BEV,Nickel,564.6388197122694
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Aluminum,23.358552502182047
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,773.675527182784
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,248.2973872464351
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,64.69599128063666
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,751.323950789827
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,70.47827235345022
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,14.658803714124184
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,47.534862293388876
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Graphite,6.395723043822519
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,17.543870305102185
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,5.823730565806034
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,77.57224689005814
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Cobalt,97.21447530057266
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Copper,142.66658037453854
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Lithium,168.2185780374938
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,71.33329018726923
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,253.62950645639037
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Manganese,12.361155381151354
Canada,Current Measures,2025,Vehicle battery,Vans,BEV,Nickel,7.4559379857145105
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Cobalt,0.14067445773059398
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Copper,0.20644604384701323
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Lithium,0.24342112810330266
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Manganese,0.10322302192350655
Canada,Current Measures,2025,Vehicle battery,Buses,FCEV,Nickel,0.3670152328129752
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Aluminum,0.0009909688940319657
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.03282259812290599
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.010533828549848762
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.002744678417966404
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.031874349427447206
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.002989987311964555
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.0006218886424173897
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.00201663052153771
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Graphite,0.00027133370488944023
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.000744285406883123
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.00024706735733722574
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.0032909438074570124
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Cobalt,0.004124250467297023
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Copper,0.006052521591647091
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Lithium,0.007136545734923981
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.003026260795823543
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.010760039667846865
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Manganese,0.0005244126525336939
Canada,Current Measures,2025,Vehicle battery,Cars,FCEV,Nickel,0.00031631252060607015
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Cobalt,0.6492667279873569
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Copper,0.9528278946785226
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Lithium,1.1234821297075506
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Manganese,0.47641394733926096
Canada,Current Measures,2025,Vehicle battery,Trucks,FCEV,Nickel,1.6939164591368085
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Aluminum,26.331459184277946
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,872.1433215515021
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,279.8988728959814
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,72.93002653453588
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,846.9469990721688
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,79.44823428934389
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,0.0
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,16.524469641376356
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,53.58475385800202
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Graphite,7.209724158490841
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,19.776726525751556
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,6.564932637817712
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,87.44507831242919
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Cobalt,109.58722670246375
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Copper,160.82414514947985
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Lithium,189.62821524226578
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,80.41207257473985
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,285.909625459931
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Manganese,13.934393338752436
Canada,Current Measures,2025,Vehicle battery,Cars,PHEV,Nickel,8.40487554753272
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Aluminum,3.950285145581139
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,130.84025400308127
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,41.990850264997135
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,10.941072367847793
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,127.06026377478385
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,11.91894370757985
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,0.0
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,2.4790258111449774
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,8.038865438998322
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Graphite,1.0816136716049913
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,2.9669342848095237
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,0.9848810770197066
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,13.118642286182926
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Cobalt,16.440440719922304
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Copper,24.12708035618863
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Lithium,28.44831031247411
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,12.063540178094305
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,42.892592413085566
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Manganese,2.090458665185742
Canada,Current Measures,2025,Vehicle battery,Vans,PHEV,Nickel,1.2609120821416833
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Aluminum,0.045646830826826905
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Cobalt,1.5119017285368865
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Copper,0.48521794444764427
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Lithium,0.126427652950037
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Manganese,1.468222710916814
Canada,Current Measures,2026,Vehicle battery,2 and 3 wheelers,BEV,Nickel,0.13772727461534467
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Cobalt,26.256113726626992
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Copper,38.53201848511945
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Lithium,45.43321457249996
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Manganese,19.26600924255971
Canada,Current Measures,2026,Vehicle battery,Buses,BEV,Nickel,68.50137436176682
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Aluminum,488.03161497578714
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,16164.448416184436
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,5187.691954834374
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,1351.6971612089014
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,15697.455612444115
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,1472.5067006675436
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,0.0
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,255.43089920580618
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,828.2990110253978
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Graphite,111.44601701575401
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,305.7034294868469
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,101.47899952592078
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,1351.7029877036045
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Cobalt,1786.89503619909
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Copper,2622.3481998391208
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Lithium,3092.018355931982
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,1311.1740999195597
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,4661.952911017556
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Manganese,349.2360198737276
Canada,Current Measures,2026,Vehicle battery,Cars,BEV,Nickel,210.65038228762563
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Cobalt,291.73459696252206
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Copper,428.1335387235494
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Lithium,504.81349524999945
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Manganese,214.06676936177456
Canada,Current Measures,2026,Vehicle battery,Trucks,BEV,Nickel,761.126381797409
Canada,Current Measures,2026,Vehicle battery,Vans,BEV,Aluminum,32.601302214981736
Canada,Current Measures,2026,Vehicle battery,Vans,BEV,Cobalt,1079.8113314455193
Canada,Current Measures,2026,Vehicle battery,Vans,BEV,Copper,346.54622370351086
Canada,Current Measures,2026,Vehicle battery,Vans,BEV,Lithium,90.29555935201165
